income,fixed_expenses,weekly_food_spending,weekly_transport_spending,subscription_services_count,employment_status,age,last_month_spending,savings_last_month,next_month_spending_prediction,saving_suggestion
27880000,10796000,879000,271000,1,Part-time,46,18856000,9024000,14801622.6,"Sudah cukup hemat, pertahankan kebiasaan menabung."
42465000,13950000,764000,258000,9,Full-time,37,26722000,15743000,22615719.07,Kurangi langganan aplikasi jasa yang jarang digunakan.
44651000,14474000,326000,451000,4,Part-time,60,12652000,31999000,16402319.92,"Sudah cukup hemat, pertahankan kebiasaan menabung."
14401000,5021000,1336000,630000,6,Part-time,63,7859000,6542000,12806134.47,Kurangi langganan aplikasi jasa yang jarang digunakan.
40486000,15271000,669000,897000,5,Businessman,59,23760000,16726000,24011172.18,"Sudah cukup hemat, pertahankan kebiasaan menabung."
26598000,7739000,1854000,501000,2,Businessman,29,6458000,20140000,20250466.32,"Sudah cukup hemat, pertahankan kebiasaan menabung."
41424000,9433000,2598000,950000,5,Student,27,32023000,9401000,20513806.13,"Sudah cukup hemat, pertahankan kebiasaan menabung."
34859000,7355000,1262000,669000,3,Full-time,63,12131000,22728000,16908933.63,"Sudah cukup hemat, pertahankan kebiasaan menabung."
46037000,12018000,1281000,180000,6,Freelance,46,33928000,12109000,18553839.86,Kurangi langganan aplikasi jasa yang jarang digunakan.
31741000,11597000,2464000,723000,10,Student,64,25806000,5935000,21681841.74,Kurangi langganan aplikasi jasa yang jarang digunakan.
36634000,9495000,430000,966000,7,Student,25,24993000,11641000,15250256.29,Kurangi langganan aplikasi jasa yang jarang digunakan.
24304000,4868000,1175000,860000,9,Contract,57,9719000,14585000,13273676.89,Kurangi langganan aplikasi jasa yang jarang digunakan.
19951000,6433000,1907000,629000,0,Full-time,39,6181000,13770000,18860916.89,"Kurangi makan di luar, coba masak sendiri di rumah."
44763000,16372000,2487000,171000,9,Full-time,56,9126000,35637000,28970432.72,Kurangi langganan aplikasi jasa yang jarang digunakan.
16301000,3428000,2568000,567000,8,Part-time,25,3892000,12409000,16246875.11,Kurangi langganan aplikasi jasa yang jarang digunakan.
16035000,3918000,1208000,543000,2,Student,65,12612000,3423000,10947062.15,"Kurangi makan di luar, coba masak sendiri di rumah."
15086000,3903000,1614000,748000,2,Contract,43,3372000,11714000,14352970.35,"Kurangi makan di luar, coba masak sendiri di rumah."
16331000,6428000,1204000,219000,10,Businessman,60,7611000,8720000,14936779.05,Kurangi langganan aplikasi jasa yang jarang digunakan.
18740000,5073000,2412000,424000,2,Full-time,38,5547000,13193000,17489184.72,"Kurangi makan di luar, coba masak sendiri di rumah."
16199000,3353000,2350000,118000,7,Part-time,28,9117000,7082000,12835853.46,Kurangi langganan aplikasi jasa yang jarang digunakan.
16971000,3823000,654000,552000,6,Full-time,49,4036000,12935000,9529460.481,Kurangi langganan aplikasi jasa yang jarang digunakan.
46807000,11190000,402000,927000,8,Full-time,64,8247000,38560000,17692760.19,Kurangi langganan aplikasi jasa yang jarang digunakan.
14677000,5302000,1128000,592000,10,Student,35,6762000,7915000,11450551.98,Kurangi langganan aplikasi jasa yang jarang digunakan.
43628000,9377000,1067000,694000,8,Freelance,49,32675000,10953000,16908666.79,Kurangi langganan aplikasi jasa yang jarang digunakan.
15116000,4284000,1429000,834000,8,Freelance,46,8560000,6556000,15304018,Kurangi langganan aplikasi jasa yang jarang digunakan.
30772000,11096000,1702000,975000,6,Freelance,31,5689000,25083000,23835970.27,Kurangi langganan aplikasi jasa yang jarang digunakan.
19164000,5104000,1625000,223000,9,Contract,21,14754000,4410000,14241899.32,Kurangi langganan aplikasi jasa yang jarang digunakan.
29937000,10639000,2373000,311000,6,Businessman,52,7557000,22380000,25521905.96,Kurangi langganan aplikasi jasa yang jarang digunakan.
40569000,11941000,1267000,480000,6,Businessman,60,12269000,28300000,23912926.75,Kurangi langganan aplikasi jasa yang jarang digunakan.
45848000,15424000,487000,267000,6,Freelance,52,11714000,34134000,19202171.87,Kurangi langganan aplikasi jasa yang jarang digunakan.
13436000,4869000,1509000,467000,9,Part-time,20,10786000,2650000,13578073.96,Kurangi langganan aplikasi jasa yang jarang digunakan.
15359000,5535000,847000,156000,9,Freelance,28,11384000,3975000,10100309.69,Kurangi langganan aplikasi jasa yang jarang digunakan.
5853000,1766000,423000,561000,3,Businessman,55,4221000,1632000,6632407.549,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
23374000,7672000,771000,277000,4,Part-time,45,18271000,5103000,12108517.62,"Sudah cukup hemat, pertahankan kebiasaan menabung."
24603000,9681000,1654000,320000,10,Businessman,55,21683000,2920000,23808206.65,Kurangi langganan aplikasi jasa yang jarang digunakan.
43753000,14419000,1510000,721000,3,Freelance,58,33384000,10369000,28426661.21,"Sudah cukup hemat, pertahankan kebiasaan menabung."
34652000,12168000,2153000,848000,9,Part-time,41,31028000,3624000,23804075.19,Kurangi langganan aplikasi jasa yang jarang digunakan.
38818000,14463000,1109000,643000,4,Businessman,40,15917000,22901000,26519766.1,"Sudah cukup hemat, pertahankan kebiasaan menabung."
46525000,17528000,717000,244000,10,Student,43,37892000,8633000,17307981.99,Kurangi langganan aplikasi jasa yang jarang digunakan.
26297000,7802000,562000,597000,1,Student,64,7603000,18694000,11380604.48,"Sudah cukup hemat, pertahankan kebiasaan menabung."
49642000,18838000,1712000,833000,8,Student,49,15290000,34352000,26288150.04,Kurangi langganan aplikasi jasa yang jarang digunakan.
45956000,16117000,1569000,340000,2,Part-time,48,17486000,28470000,24757148.44,"Sudah cukup hemat, pertahankan kebiasaan menabung."
39536000,14077000,2236000,943000,4,Part-time,40,30544000,8992000,27699195.99,"Sudah cukup hemat, pertahankan kebiasaan menabung."
46445000,16922000,681000,657000,8,Freelance,48,12461000,33984000,24541987.29,Kurangi langganan aplikasi jasa yang jarang digunakan.
42866000,15412000,1257000,758000,2,Freelance,20,13432000,29434000,26353358,"Sudah cukup hemat, pertahankan kebiasaan menabung."
35294000,9563000,2276000,755000,5,Freelance,36,29121000,6173000,25621832.02,"Sudah cukup hemat, pertahankan kebiasaan menabung."
23631000,6984000,2461000,686000,0,Full-time,41,8910000,14721000,21330641.17,"Kurangi makan di luar, coba masak sendiri di rumah."
8153000,2164000,1327000,135000,7,Freelance,38,6326000,1827000,8877919.862,Kurangi langganan aplikasi jasa yang jarang digunakan.
19030000,6187000,2264000,493000,10,Part-time,56,16722000,2308000,18065479.36,Kurangi langganan aplikasi jasa yang jarang digunakan.
45851000,15691000,1528000,161000,1,Contract,41,34115000,11736000,22888013.52,"Sudah cukup hemat, pertahankan kebiasaan menabung."
32948000,12677000,676000,224000,7,Full-time,51,15301000,17647000,18607577.65,Kurangi langganan aplikasi jasa yang jarang digunakan.
40076000,13795000,956000,138000,2,Freelance,18,28651000,11425000,18245878.12,"Sudah cukup hemat, pertahankan kebiasaan menabung."
26939000,5987000,572000,797000,1,Contract,33,6099000,20840000,11394567.3,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
29042000,10752000,466000,332000,6,Freelance,24,10155000,18887000,14571717.63,Kurangi langganan aplikasi jasa yang jarang digunakan.
21106000,5165000,2969000,150000,6,Contract,20,18147000,2959000,18208955.19,Kurangi langganan aplikasi jasa yang jarang digunakan.
12283000,3148000,1251000,707000,5,Student,58,8852000,3431000,9649006.969,"Kurangi makan di luar, coba masak sendiri di rumah."
23030000,5908000,1262000,985000,1,Part-time,43,6700000,16330000,14387067.27,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
16336000,5471000,2155000,103000,0,Freelance,44,3169000,13167000,15685305.63,"Kurangi makan di luar, coba masak sendiri di rumah."
23927000,9385000,1705000,471000,4,Businessman,63,13162000,10765000,22430196,"Sudah cukup hemat, pertahankan kebiasaan menabung."
16474000,4530000,2335000,225000,7,Freelance,56,6362000,10112000,16296290.52,Kurangi langganan aplikasi jasa yang jarang digunakan.
41681000,10286000,2851000,436000,7,Freelance,25,9479000,32202000,25974292.43,Kurangi langganan aplikasi jasa yang jarang digunakan.
36823000,11945000,1938000,601000,3,Full-time,53,20659000,16164000,25771490.79,"Sudah cukup hemat, pertahankan kebiasaan menabung."
21630000,6487000,1872000,954000,8,Full-time,65,5489000,16141000,20016576.39,Kurangi langganan aplikasi jasa yang jarang digunakan.
36818000,12722000,1707000,167000,2,Businessman,51,7045000,29773000,24077193.03,"Sudah cukup hemat, pertahankan kebiasaan menabung."
48384000,19128000,418000,188000,0,Freelance,64,18840000,29544000,24075952.37,"Sudah cukup hemat, pertahankan kebiasaan menabung."
44168000,14378000,2210000,380000,3,Businessman,25,22440000,21728000,27476270.01,"Sudah cukup hemat, pertahankan kebiasaan menabung."
38338000,9209000,2658000,140000,4,Contract,23,3449000,34889000,21802823.65,"Sudah cukup hemat, pertahankan kebiasaan menabung."
17993000,6071000,1565000,966000,7,Contract,22,11589000,6404000,18262225.81,Kurangi langganan aplikasi jasa yang jarang digunakan.
45585000,11585000,339000,330000,4,Contract,61,6748000,38837000,15756134.67,"Sudah cukup hemat, pertahankan kebiasaan menabung."
39845000,9288000,1205000,263000,2,Student,37,15573000,24272000,14963643.03,"Sudah cukup hemat, pertahankan kebiasaan menabung."
36442000,13389000,2981000,320000,9,Businessman,49,27611000,8831000,33888458.04,Kurangi langganan aplikasi jasa yang jarang digunakan.
32550000,10890000,1363000,736000,2,Businessman,51,18796000,13754000,23730662.45,"Sudah cukup hemat, pertahankan kebiasaan menabung."
40192000,16061000,1317000,414000,6,Contract,31,13749000,26443000,23672659.6,Kurangi langganan aplikasi jasa yang jarang digunakan.
24394000,7585000,2560000,815000,2,Freelance,19,19967000,4427000,22731723.76,"Kurangi makan di luar, coba masak sendiri di rumah."
23651000,5620000,2839000,661000,1,Contract,52,17315000,6336000,18960699.51,"Kurangi makan di luar, coba masak sendiri di rumah."
24026000,5394000,1062000,818000,1,Freelance,24,21260000,2766000,12016219.1,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
16092000,3835000,1367000,643000,1,Businessman,44,13277000,2815000,13387307.29,"Kurangi makan di luar, coba masak sendiri di rumah."
13471000,4636000,1632000,415000,5,Freelance,57,3084000,10387000,14219888.02,"Kurangi makan di luar, coba masak sendiri di rumah."
20097000,8003000,687000,605000,3,Contract,30,10356000,9741000,13297477.58,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
21741000,6722000,2032000,175000,4,Contract,20,12844000,8897000,17084893.35,"Kurangi makan di luar, coba masak sendiri di rumah."
22174000,7859000,752000,473000,10,Contract,31,7507000,14667000,13132277.42,Kurangi langganan aplikasi jasa yang jarang digunakan.
22121000,5486000,2339000,739000,8,Part-time,28,12166000,9955000,17222906.69,Kurangi langganan aplikasi jasa yang jarang digunakan.
42184000,13118000,2490000,353000,0,Contract,58,30298000,11886000,23653495.32,"Sudah cukup hemat, pertahankan kebiasaan menabung."
38554000,8230000,962000,969000,7,Freelance,60,33681000,4873000,20505810.39,Kurangi langganan aplikasi jasa yang jarang digunakan.
45928000,18049000,2438000,590000,5,Contract,60,15908000,30020000,30937713.57,"Sudah cukup hemat, pertahankan kebiasaan menabung."
32643000,10729000,1091000,883000,9,Full-time,27,15660000,16983000,21192341.09,Kurangi langganan aplikasi jasa yang jarang digunakan.
32670000,10039000,1049000,815000,3,Full-time,59,13768000,18902000,19467227.64,"Sudah cukup hemat, pertahankan kebiasaan menabung."
32886000,6882000,1894000,913000,10,Freelance,56,15982000,16904000,21433711.65,Kurangi langganan aplikasi jasa yang jarang digunakan.
30760000,9675000,337000,245000,0,Contract,49,5778000,24982000,12761740.59,"Sudah cukup hemat, pertahankan kebiasaan menabung."
46729000,18411000,1742000,481000,3,Businessman,34,16988000,29741000,32540529.42,"Sudah cukup hemat, pertahankan kebiasaan menabung."
22371000,8831000,1409000,917000,8,Businessman,48,8642000,13729000,21994636.32,Kurangi langganan aplikasi jasa yang jarang digunakan.
14728000,3842000,505000,299000,9,Contract,23,8590000,6138000,8351326.043,Kurangi langganan aplikasi jasa yang jarang digunakan.
10790000,2569000,774000,817000,6,Contract,25,3897000,6893000,9261785.298,Kurangi langganan aplikasi jasa yang jarang digunakan.
48559000,10043000,2570000,690000,2,Freelance,20,26021000,22538000,26244972.77,"Sudah cukup hemat, pertahankan kebiasaan menabung."
38772000,13193000,491000,208000,3,Part-time,37,33014000,5758000,15806526.95,"Sudah cukup hemat, pertahankan kebiasaan menabung."
29870000,6789000,367000,633000,5,Freelance,21,9735000,20135000,11649498.17,"Sudah cukup hemat, pertahankan kebiasaan menabung."
43529000,10280000,2983000,155000,10,Contract,56,12724000,30805000,23736553.96,Kurangi langganan aplikasi jasa yang jarang digunakan.
26680000,8157000,2988000,900000,10,Part-time,58,22034000,4646000,23023095.78,Kurangi langganan aplikasi jasa yang jarang digunakan.
33657000,12982000,1028000,157000,0,Part-time,24,22892000,10765000,17095144.54,"Sudah cukup hemat, pertahankan kebiasaan menabung."
33248000,7197000,1713000,166000,3,Contract,36,3643000,29605000,15186681.47,"Sudah cukup hemat, pertahankan kebiasaan menabung."
37278000,12038000,698000,389000,5,Student,51,3994000,33284000,14672233.44,"Sudah cukup hemat, pertahankan kebiasaan menabung."
12204000,3995000,439000,356000,8,Full-time,61,4948000,7256000,8205491.118,Kurangi langganan aplikasi jasa yang jarang digunakan.
46218000,11263000,1108000,945000,3,Student,43,40630000,5588000,18665426.72,"Sudah cukup hemat, pertahankan kebiasaan menabung."
36805000,11253000,2739000,801000,6,Student,51,13931000,22874000,22310367.14,Kurangi langganan aplikasi jasa yang jarang digunakan.
19276000,7274000,2670000,100000,3,Contract,23,10365000,8911000,19879730.32,"Kurangi makan di luar, coba masak sendiri di rumah."
29139000,10166000,656000,342000,8,Businessman,33,18404000,10735000,18460001.27,Kurangi langganan aplikasi jasa yang jarang digunakan.
26125000,9330000,1666000,356000,1,Businessman,35,23160000,2965000,22890619.76,"Sudah cukup hemat, pertahankan kebiasaan menabung."
14909000,5062000,1097000,586000,4,Student,36,11607000,3302000,10998335.04,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
18166000,7177000,1220000,745000,4,Student,46,7234000,10932000,13208395.91,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
22571000,4806000,1399000,208000,7,Freelance,47,6157000,16414000,11926575.69,Kurangi langganan aplikasi jasa yang jarang digunakan.
37594000,9018000,2706000,510000,0,Contract,29,4485000,33109000,22950229.31,"Sudah cukup hemat, pertahankan kebiasaan menabung."
20296000,4524000,2560000,530000,8,Freelance,64,14492000,5804000,17615763.66,Kurangi langganan aplikasi jasa yang jarang digunakan.
45157000,15573000,2510000,494000,3,Contract,62,32031000,13126000,32238056.44,"Sudah cukup hemat, pertahankan kebiasaan menabung."
47268000,17294000,1681000,109000,3,Contract,33,37381000,9887000,26990271.75,"Sudah cukup hemat, pertahankan kebiasaan menabung."
32677000,10064000,2970000,792000,1,Full-time,60,17845000,14832000,27491610.98,"Kurangi makan di luar, coba masak sendiri di rumah."
41728000,16471000,1197000,981000,8,Freelance,30,4364000,37364000,27936843.43,Kurangi langganan aplikasi jasa yang jarang digunakan.
35216000,9901000,2712000,142000,10,Businessman,64,8321000,26895000,25621306.53,Kurangi langganan aplikasi jasa yang jarang digunakan.
28419000,10848000,924000,504000,4,Part-time,26,8456000,19963000,16958429.24,"Sudah cukup hemat, pertahankan kebiasaan menabung."
47176000,9807000,1390000,437000,3,Full-time,53,4540000,42636000,18713692.57,"Sudah cukup hemat, pertahankan kebiasaan menabung."
26485000,9206000,463000,979000,1,Full-time,44,10650000,15835000,15765105.45,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
28751000,8740000,2184000,815000,6,Student,18,8163000,20588000,18473047.9,Kurangi langganan aplikasi jasa yang jarang digunakan.
34980000,9887000,2872000,151000,4,Contract,54,9024000,25956000,23926995.18,"Kurangi makan di luar, coba masak sendiri di rumah."
26645000,9952000,2208000,722000,4,Full-time,62,18586000,8059000,22899186.38,"Kurangi makan di luar, coba masak sendiri di rumah."
46911000,11858000,1425000,472000,8,Contract,58,25494000,21417000,22335115.89,Kurangi langganan aplikasi jasa yang jarang digunakan.
22135000,5923000,1263000,792000,4,Part-time,38,4370000,17765000,13942602.62,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
32877000,7292000,1086000,390000,8,Full-time,20,22533000,10344000,16022067.85,Kurangi langganan aplikasi jasa yang jarang digunakan.
